model_type,params,avg_accuracy
ConcatFusion,"{'lr': 0.0003, 'weight_decay': 0.0001, 'batch_size': 32, 'label_smoothing': 0.1, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7364583333333333
ConcatFusion,"{'lr': 0.0003, 'weight_decay': 0.0001, 'batch_size': 32, 'label_smoothing': 0.1, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6687500000000001
GateOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0, 'batch_size': 16, 'label_smoothing': 0.0, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7135416666666666
GateOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0, 'batch_size': 16, 'label_smoothing': 0.0, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7125
GateOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0, 'batch_size': 16, 'label_smoothing': 0.1, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.734375
GateOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0, 'batch_size': 16, 'label_smoothing': 0.1, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7229166666666667
GateOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0, 'batch_size': 32, 'label_smoothing': 0.0, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6614583333333334
GateOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0, 'batch_size': 32, 'label_smoothing': 0.0, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6625000000000001
GateOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0, 'batch_size': 32, 'label_smoothing': 0.1, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.653125
GateOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0, 'batch_size': 32, 'label_smoothing': 0.1, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.703125
GateOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0.0001, 'batch_size': 16, 'label_smoothing': 0.0, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6864583333333334
GateOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0.0001, 'batch_size': 16, 'label_smoothing': 0.0, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6833333333333333
GateOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0.0001, 'batch_size': 16, 'label_smoothing': 0.1, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6947916666666667
GateOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0.0001, 'batch_size': 16, 'label_smoothing': 0.1, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6833333333333333
GateOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0.0001, 'batch_size': 32, 'label_smoothing': 0.0, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.671875
GateOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0.0001, 'batch_size': 32, 'label_smoothing': 0.0, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6927083333333333
GateOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0.0001, 'batch_size': 32, 'label_smoothing': 0.1, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6760416666666667
GateOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0.0001, 'batch_size': 32, 'label_smoothing': 0.1, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6791666666666667
GateOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0, 'batch_size': 16, 'label_smoothing': 0.0, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7208333333333334
GateOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0, 'batch_size': 16, 'label_smoothing': 0.0, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6833333333333333
GateOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0, 'batch_size': 16, 'label_smoothing': 0.1, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7104166666666667
GateOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0, 'batch_size': 16, 'label_smoothing': 0.1, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.70625
GateOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0, 'batch_size': 32, 'label_smoothing': 0.0, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6875
GateOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0, 'batch_size': 32, 'label_smoothing': 0.0, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.68125
GateOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0, 'batch_size': 32, 'label_smoothing': 0.1, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7104166666666666
GateOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0, 'batch_size': 32, 'label_smoothing': 0.1, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6979166666666667
GateOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0.0001, 'batch_size': 16, 'label_smoothing': 0.0, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7291666666666667
GateOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0.0001, 'batch_size': 16, 'label_smoothing': 0.0, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.721875
GateOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0.0001, 'batch_size': 16, 'label_smoothing': 0.1, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6802083333333333
GateOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0.0001, 'batch_size': 16, 'label_smoothing': 0.1, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7031249999999999
GateOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0.0001, 'batch_size': 32, 'label_smoothing': 0.0, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6989583333333333
GateOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0.0001, 'batch_size': 32, 'label_smoothing': 0.0, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6958333333333333
GateOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0.0001, 'batch_size': 32, 'label_smoothing': 0.1, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7083333333333333
GateOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0.0001, 'batch_size': 32, 'label_smoothing': 0.1, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7072916666666667
CoAttnOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0, 'batch_size': 16, 'label_smoothing': 0.0, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6979166666666666
CoAttnOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0, 'batch_size': 16, 'label_smoothing': 0.0, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6822916666666666
CoAttnOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0, 'batch_size': 16, 'label_smoothing': 0.1, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6854166666666666
CoAttnOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0, 'batch_size': 16, 'label_smoothing': 0.1, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6833333333333333
CoAttnOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0, 'batch_size': 32, 'label_smoothing': 0.0, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.68125
CoAttnOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0, 'batch_size': 32, 'label_smoothing': 0.0, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.671875
CoAttnOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0, 'batch_size': 32, 'label_smoothing': 0.1, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6854166666666667
CoAttnOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0, 'batch_size': 32, 'label_smoothing': 0.1, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6604166666666667
CoAttnOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0.0001, 'batch_size': 16, 'label_smoothing': 0.0, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7052083333333334
CoAttnOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0.0001, 'batch_size': 16, 'label_smoothing': 0.0, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6958333333333333
CoAttnOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0.0001, 'batch_size': 16, 'label_smoothing': 0.1, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6833333333333333
CoAttnOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0.0001, 'batch_size': 16, 'label_smoothing': 0.1, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7072916666666667
CoAttnOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0.0001, 'batch_size': 32, 'label_smoothing': 0.0, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6833333333333333
CoAttnOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0.0001, 'batch_size': 32, 'label_smoothing': 0.0, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.709375
CoAttnOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0.0001, 'batch_size': 32, 'label_smoothing': 0.1, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6958333333333333
CoAttnOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0.0001, 'batch_size': 32, 'label_smoothing': 0.1, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7
CoAttnOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0, 'batch_size': 16, 'label_smoothing': 0.0, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7166666666666666
CoAttnOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0, 'batch_size': 16, 'label_smoothing': 0.0, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7302083333333333
CoAttnOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0, 'batch_size': 16, 'label_smoothing': 0.1, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.734375
CoAttnOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0, 'batch_size': 16, 'label_smoothing': 0.1, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7145833333333333
CoAttnOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0, 'batch_size': 32, 'label_smoothing': 0.0, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7135416666666667
CoAttnOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0, 'batch_size': 32, 'label_smoothing': 0.0, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7260416666666667
CoAttnOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0, 'batch_size': 32, 'label_smoothing': 0.1, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7239583333333334
CoAttnOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0, 'batch_size': 32, 'label_smoothing': 0.1, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6885416666666668
CoAttnOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0.0001, 'batch_size': 16, 'label_smoothing': 0.0, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.721875
CoAttnOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0.0001, 'batch_size': 16, 'label_smoothing': 0.0, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7166666666666667
CoAttnOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0.0001, 'batch_size': 16, 'label_smoothing': 0.1, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7125
CoAttnOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0.0001, 'batch_size': 16, 'label_smoothing': 0.1, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7156250000000001
CoAttnOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0.0001, 'batch_size': 32, 'label_smoothing': 0.0, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7197916666666666
CoAttnOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0.0001, 'batch_size': 32, 'label_smoothing': 0.0, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6916666666666667
CoAttnOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0.0001, 'batch_size': 32, 'label_smoothing': 0.1, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.68125
CoAttnOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0.0001, 'batch_size': 32, 'label_smoothing': 0.1, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7239583333333333
SelfAttnOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0, 'batch_size': 16, 'label_smoothing': 0.0, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.678125
SelfAttnOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0, 'batch_size': 16, 'label_smoothing': 0.0, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7208333333333333
SelfAttnOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0, 'batch_size': 16, 'label_smoothing': 0.1, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.659375
SelfAttnOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0, 'batch_size': 16, 'label_smoothing': 0.1, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6854166666666667
SelfAttnOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0, 'batch_size': 32, 'label_smoothing': 0.0, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7072916666666667
SelfAttnOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0, 'batch_size': 32, 'label_smoothing': 0.0, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6916666666666667
SelfAttnOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0, 'batch_size': 32, 'label_smoothing': 0.1, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.734375
SelfAttnOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0, 'batch_size': 32, 'label_smoothing': 0.1, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7072916666666667
SelfAttnOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0.0001, 'batch_size': 16, 'label_smoothing': 0.0, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7187499999999999
SelfAttnOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0.0001, 'batch_size': 16, 'label_smoothing': 0.0, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.646875
SelfAttnOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0.0001, 'batch_size': 16, 'label_smoothing': 0.1, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.696875
SelfAttnOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0.0001, 'batch_size': 16, 'label_smoothing': 0.1, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6802083333333333
SelfAttnOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0.0001, 'batch_size': 32, 'label_smoothing': 0.0, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6510416666666667
SelfAttnOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0.0001, 'batch_size': 32, 'label_smoothing': 0.0, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6625
SelfAttnOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0.0001, 'batch_size': 32, 'label_smoothing': 0.1, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6927083333333333
SelfAttnOnlyFusion,"{'lr': 0.0001, 'weight_decay': 0.0001, 'batch_size': 32, 'label_smoothing': 0.1, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6666666666666666
SelfAttnOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0, 'batch_size': 16, 'label_smoothing': 0.0, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7114583333333334
SelfAttnOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0, 'batch_size': 16, 'label_smoothing': 0.0, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.725
SelfAttnOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0, 'batch_size': 16, 'label_smoothing': 0.1, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.725
SelfAttnOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0, 'batch_size': 16, 'label_smoothing': 0.1, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7270833333333334
SelfAttnOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0, 'batch_size': 32, 'label_smoothing': 0.0, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.696875
SelfAttnOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0, 'batch_size': 32, 'label_smoothing': 0.0, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6864583333333334
SelfAttnOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0, 'batch_size': 32, 'label_smoothing': 0.1, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7
SelfAttnOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0, 'batch_size': 32, 'label_smoothing': 0.1, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7166666666666667
SelfAttnOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0.0001, 'batch_size': 16, 'label_smoothing': 0.0, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7260416666666667
SelfAttnOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0.0001, 'batch_size': 16, 'label_smoothing': 0.0, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7406249999999999
SelfAttnOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0.0001, 'batch_size': 16, 'label_smoothing': 0.1, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6937500000000001
SelfAttnOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0.0001, 'batch_size': 16, 'label_smoothing': 0.1, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6708333333333334
SelfAttnOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0.0001, 'batch_size': 32, 'label_smoothing': 0.0, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.6947916666666667
SelfAttnOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0.0001, 'batch_size': 32, 'label_smoothing': 0.0, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7
SelfAttnOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0.0001, 'batch_size': 32, 'label_smoothing': 0.1, 'noise_std': 0.0, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7052083333333334
SelfAttnOnlyFusion,"{'lr': 0.0003, 'weight_decay': 0.0001, 'batch_size': 32, 'label_smoothing': 0.1, 'noise_std': 0.05, 'scheduler_factor': 0.5, 'early_stop_patience': 10}",0.7239583333333334
