y_true,y_pred,y_prob,auc
0,0,0.52967805,1.0
1,0,0.55283,1.0
1,1,0.71874124,1.0
0,0,0.37747127,1.0
1,1,0.8875361,1.0
0,0,0.15124972,1.0
