y_true,y_pred,y_prob,auc
1,1,0.79680383,1.0
0,0,0.28874856,1.0
0,0,0.2986201,1.0
1,1,0.6814746,1.0
0,0,0.1821615,1.0
1,0,0.39276165,1.0
