y_true,y_pred,y_prob,auc
1,1,0.7434811,1.0
0,0,0.29178184,1.0
0,0,0.28329343,1.0
1,1,0.8141702,1.0
0,0,0.08412727,1.0
1,0,0.60973495,1.0
