y_true,y_pred,y_prob,auc
1,1,0.6094252,1.0
0,0,0.14053279,1.0
0,0,0.27848753,1.0
1,1,0.5363342,1.0
0,0,0.14529037,1.0
1,1,0.619266,1.0
