y_true,y_pred,y_prob,auc
0,0,0.5241815,1.0
1,1,0.54291725,1.0
1,1,0.53590566,1.0
0,0,0.5336132,1.0
1,1,0.5369584,1.0
0,0,0.5062155,1.0
