y_true,y_pred,y_prob,auc
1,0,0.487765873015873,1.0
0,0,0.3578769841269841,1.0
0,0,0.24490873015873013,1.0
1,1,0.5259166666666666,1.0
1,1,0.6374166666666666,1.0
0,0,0.3002738095238095,1.0
