y_true,y_pred,y_prob,auc
0,0,0.2131547619047619,1.0
1,0,0.34217857142857144,1.0
1,1,0.706193722943723,1.0
0,0,0.24448809523809523,1.0
0,0,0.2300119047619048,1.0
1,1,0.5744325396825396,1.0
