mz,cancer_abundance,normal_abundance,cancer_intensity,normal_intensity
732.5539721970595,1640.5329622107727,1376.5894605544318,1.4741973234114165,4.282904549294096
524.3709192946176,3471.531463340224,9121.500813587232,3.1195486523465292,28.379207055070886
496.339486277716,7945.842536980065,11263.469988116602,7.140203866723422,35.04339400761716
703.574927761737,28564.83227638201,5906.643414983714,25.668609077376253,18.37700394924059
806.5683303568694,148.12440326548594,134.4457440829686,0.13310588927858283,0.41829340225680706
794.604627544625,2393.787688914414,1036.0749148401953,2.1510786342612,3.2234809965720395
309.126302366061,12288.912941150582,12429.192248845953,11.042925063246951,38.670239422865585
760.5844666062014,104766.12118971632,32141.492875000444,94.1437563277884,100.0
275.2113469499735,0.0,0.0,0.0,0.0
780.552429074095,1897.7051521350477,844.02266378592,1.7052945112005085,2.6259597432775075
780.5524170541705,1897.657707027683,844.0015621169614,1.7052518766104716,2.625894090854203
353.1160576446245,9910.741963544135,12354.722513185585,8.905879742878858,38.4385459668398
400.34159335318896,1442.5119115408497,2203.1911274634926,1.2962538686920888,6.854663335121961
756.553000316212,177.91133878202956,454.0215425100169,0.1598726910574034,1.412571420611124
428.37297506257903,1156.9311229105367,640.1332782599164,1.0396284646836327,1.9916102862720795
804.552252592036,85.07367856576305,188.8131467954027,0.07644795448998601,0.587443612310432
282.2787743637975,2.081732322957861,22.10361842225316,0.0018706629426256077,0.06876973172408331
703.5749098757774,28563.456156168748,5906.381120355762,25.66737248367054,18.376187886872323
786.6000047963039,45412.5010786392,16587.979872890402,40.80807218242698,51.60923899024144
782.5689800261764,34842.7309299433,24943.593658900125,31.309983926228053,77.60558526608196
265.20292157335996,1075.914573068999,2889.334791620323,0.9668262816860578,8.989423120005851
766.5708323100165,259.59146904283057,1735.028392412151,0.23327117324583885,5.3980952258805965
758.5694722990105,111283.13260089509,19708.723930503384,100.0,61.318632607238875
482.36006205772446,270.77751531211834,1890.2870867672364,0.2433230526347893,5.881142777401904
522.3552553965515,1230.8314257481964,1358.9049850508354,1.1060359256442216,4.2278838457680585
515.16928518179,5874.9254908580815,64.49602302284194,5.279259626818618,0.2006628107588828
343.285296071922,1.962902248448411,4.202393421270088,0.001763881194365859,0.01307466780592104
365.2098260480305,2.9235257257882723,163.3633657702209,0.0026271058851957203,0.5082631550611155
243.0658540865665,1.5783398069822538,37.522084154106054,0.001418310008078941,0.11674032783738747
810.6000361940735,35683.97934484271,27471.16442125622,32.06593713785848,85.46947252292443
784.583373540147,2441.4434146574204,1758.7931795640102,2.193902487822115,5.472033257459532
446.2366240861145,0.6301420595105282,41.531589047199006,0.0005662511872041421,0.12921487252853195
768.5872260154695,1247.1417177821927,230.61523801829458,1.1206924972672467,0.7175000828840356
137.0455136104,134.1480107809614,162.78319050916105,0.12054658028190915,0.5064580887460063
276.143653459749,2973.2074365152785,1161.5878959015838,2.6717503066510226,3.6139824009390162
128.950632224499,64.82091804651805,71.10115656371624,0.05824864607198941,0.2212129873376806
991.6731646396779,405.1653429082858,873.632137851407,0.3640851344123889,2.718082017064352
496.3394762447235,7946.818266052913,11264.852996914218,7.141080665435001,35.04769688428501
830.5676905362445,12.780968451253777,37.87545286981635,0.011485090464779902,0.11783974383864343
426.3576682640065,163.05318053515396,190.58000961477273,0.14652101960494457,0.5929407521795769
627.535071974913,103.98800087366715,27.804829559964542,0.09344453058003754,0.08650758590491935
480.344479714375,224.03393414389552,701.3229819982347,0.2013188601972313,2.181986333757763
502.292596977834,162.76152832998673,263.41039658297626,0.14625893837273016,0.8195337957928397
790.571725169058,76.26129174984291,57.18853411433433,0.06852906632611232,0.17792743584357715
141.958526686184,115.4029438040809,66.56907308716012,0.10370209851834515,0.20711257360089003
546.353371756908,41.973704321281645,146.87150256899255,0.037717939224281,0.45695295840856465
438.2974943591645,1020.1777781342446,709.4070690449616,0.9167407083991802,2.207137894322066
507.27248321744855,162.06226274342407,0.0,0.1456305721772255,0.0
616.1771161674035,0.04445801027470253,0.03614891633516493,3.9950358365760944e-05,0.00011246806884717371
724.528332113303,99.38975790609564,159.32639995768562,0.0893125090776751,0.4957031727720687
703.5747437443855,28550.674243865276,5903.944831069511,25.65588654505187,18.368607998484045
520.339773228,309.68026100520353,305.33248420656287,0.27828140147333763,0.9499636043478539
96.96045678149476,703.2749705689916,1023.6858995628075,0.6319690631743907,3.184935757476988
456.40448850417545,131.0097930876529,24.576820795191864,0.11772655030974491,0.07646446570099312
808.5836760996335,511.9400667216808,1007.2695796255585,0.46003383869296566,3.133860594288107
282.2789223401785,2.079802026315509,22.084111555897277,0.0018689283611151512,0.06870904111947529
113.96348763563,106.2602628372482,111.55865685220988,0.09548640513054134,0.34708610855776356
256.263086183645,226.6971576846803,865.5711097738957,0.203712056253579,2.6930021985603982
97.96821542406445,280.7481985156333,218.06824355188934,0.2522827961021787,0.678463332117041
482.3245089881645,11.491584387623302,117.2352626998875,0.01032643862465359,0.3647474096981747
544.3398134653935,87.10692281657043,137.91259477969692,0.0782750456252611,0.4290796177888953
137.0454520411805,134.43212392030244,163.13190450367716,0.12080188684338057,0.5075430227777648
204.122641721564,477.6791586301861,871.2786419039119,0.4292466858776619,2.7107597188853347
768.5859315738516,1995.755600962042,561.6627206344847,1.7934035053808233,1.747469300255634
508.37581595601205,107.0141689280679,822.9014996968695,0.09616387176290465,2.5602466658819067
239.1056151073125,588.9303558033006,697.528052868835,0.5292179884218712,2.1701793864446484
531.7993251088105,236.11101441036104,276.350751311708,0.2121714305591555,0.8597943859871325
806.567710615798,148.03731366370516,134.36741341781357,0.13302762979779242,0.4180496965102829
510.3922085332985,27.475746738680762,446.9529682422155,0.024689947251233083,1.3905793672385833
734.5684755571631,21279.784800813908,25196.493096460683,19.122201454493158,78.39241691246531
241.883428287835,531.1263536315246,748.457460420946,0.47727480456211796,2.3286331575565797
478.329126727626,265.78771705482586,244.8387619729997,0.2388391761113023,0.7617529245613682
261.08747291780696,581.3860611036647,1020.4605945906251,0.5224386189672993,3.174901049429276
544.3398367487664,87.14294857614694,137.96715920474637,0.07830741868911589,0.4292493809833482
120.080662449553,29.017871075063113,37.639831979765404,0.026075713719465973,0.11710666995508959
204.12263392402951,477.68326471979714,871.2861281547995,0.429250375645837,2.7107830104322357
454.3887493625475,220.15150231867776,86.99841167529479,0.19783007287207421,0.27067321363582925
804.552010450546,84.98535570187514,188.61712238284875,0.0763685867890383,0.5868337326968237
446.2368426765395,0.6500519426162151,41.539109343739334,0.0005841423829679167,0.1292382699997371
732.5539239047635,1640.2370904463414,1376.341061351212,1.4739314504462002,4.282131718971043
766.572048337635,800.3043011920283,718.3247505127504,0.7191604715714044,2.2348829698307546
780.552543773747,1898.1578951869426,844.2240256235275,1.7057013500819396,2.626586228918329
804.552303638267,85.09229804857337,188.85447101225083,0.07646468612071489,0.5875721819976236
367.13164834470797,1127.0609995312127,44.623818280385336,1.012786909560944,0.13883554959294878
532.374428276912,0.0,0.0,0.0,0.0
372.3102436893695,80.02340202162239,206.48093675121416,0.07190973164694928,0.6424124030399795
812.613248480977,752.1033060211071,158.23837483359148,0.6758466341152025,0.49231806204206774
274.27354626800354,149.0871930539945,593.0806947813702,0.1339710606356487,1.8452182575584923
203.052195277139,171.25623669118517,280.950913399646,0.15389235788803424,0.8741066088382248
355.2821415630605,0.7459600265980167,11.408899876928547,0.0006703262292887832,0.03549586175507845
794.6044906761681,2529.1408208144926,1110.7205976016007,2.2727081469614827,3.4557218668132115
748.527559383389,34.857812156247604,81.42881302068763,0.03132353604859541,0.253344837893397
510.5821243747165,0.29880935326475905,26.97884091507012,0.00026851270833326237,0.08393773437964414
675.5440439779879,12.742681545664091,5.323161887807503,0.011450685515265228,0.016561651036277294
452.373356090165,59.24094093410505,39.57335825661143,0.053234429647632475,0.12312234036705703
506.360870992994,47.71707523315344,41.87279607880612,0.042878982751398245,0.13027645057325465
832.5838137574681,157.64698624360358,162.59379928985018,0.14166296594919503,0.5058688466095337
429.372822174517,122.05255391730327,0.0,0.10967749654840464,0.0
310.12798722336004,966.8024973613967,274.70357180314926,0.868777212471839,0.8546696100006382
336.064935081942,79.14982094696649,0.0,0.07112472402338704,0.0
599.5044211813215,20.637220894967413,23.017388469135245,0.018544787887110056,0.07161269253625148
443.334654946668,0.6101626823250917,1.4262243619798183,0.0005482975434501599,0.004437330797068021
335.105757799149,4.993336778263384,0.0,0.004487056269499031,0.0
524.299141383039,107.45224745948082,183.41773560441646,0.09655753297747888,0.5706571761235093
701.559653562693,46.43412622484666,68.9661795493639,0.04172611350848437,0.21457055469568928
454.292816103101,39.250940638055226,74.46224601571271,0.03527123987318409,0.23167015392004153
526.377332362889,72.48285125442023,252.03646019360198,0.0651337265229333,0.7841467139494172
