y_true,y_pred,y_prob,auc
1,1,0.6871309523809525,1.0
0,0,0.2667738095238095,1.0
0,0,0.229781746031746,1.0
1,0,0.36503571428571435,1.0
0,0,0.20154365079365083,1.0
1,1,0.6575674603174604,1.0
