y_true,y_pred,y_prob,auc
0,0,0.54014134,1.0
1,0,0.5925899,1.0
1,0,0.564391,1.0
0,0,0.21972732,1.0
1,1,0.96298856,1.0
0,0,0.07105903,1.0
