y_true,y_pred,y_prob,auc
0,1,0.6315842,1.0
1,1,0.65208817,1.0
1,1,0.63831824,1.0
0,0,0.22081478,1.0
1,1,0.92014253,1.0
0,0,0.0930568,1.0
