y_true,y_pred,y_prob,auc
1,1,0.77785784,1.0
0,0,0.15219863,1.0
0,0,0.36152938,1.0
1,1,0.6998475,1.0
0,0,0.1891467,1.0
1,0,0.5822065,1.0
