wavenumber,benign_mean,benign_std,malignant_mean,malignant_std
1536.9400267129863,6.297842937954168e-05,4.667178885671374e-05,5.431361038760985e-05,7.491253181060912e-05
1535.011620155003,2.2312989972281166e-05,4.127851235530283e-05,2.5955275549610542e-05,4.6903109522221026e-05
1533.0832135970195,-2.4012330641423373e-05,4.923508371167011e-05,-7.55460134411852e-06,8.492370035263225e-05
1531.154807039036,-5.1113191580257894e-05,5.496930897447308e-05,-2.8337335087103203e-05,0.00011215918180745724
1529.2264004810527,-4.0023035477991956e-05,4.1945770890681516e-05,-2.2412267037059045e-05,8.558418473894226e-05
1527.2979939230693,9.409841655420394e-06,1.8918735815007253e-05,1.2444160093315198e-05,2.3609361737454648e-05
1525.3695873650859,5.185731473479351e-05,2.7301126281962065e-05,4.393582965021279e-05,5.04500775078655e-05
1523.4411808071025,7.071442697222427e-05,3.623280462674532e-05,5.661042347479586e-05,7.043112851919327e-05
1521.512774249119,6.748895075814401e-05,3.513072981210334e-05,5.189648558860348e-05,6.492796486482635e-05
1519.5843676911356,4.686172561548845e-05,2.5250238676262582e-05,3.487149891096244e-05,3.639133400816593e-05
1517.6559611331522,3.745225866524173e-05,2.3355698336978467e-05,2.759356068339442e-05,2.4878090532786615e-05
1515.7275545751688,4.115714638157144e-05,2.7243858435356595e-05,3.228400579367147e-05,2.89988120791783e-05
1513.7991480171854,4.2837962652574906e-05,2.9892901354096417e-05,3.651435591086717e-05,3.1514856415720604e-05
1511.870741459202,4.095032253712754e-05,3.1376091561713085e-05,3.834070253286724e-05,3.182142461954012e-05
1509.9423349012186,4.195503235753983e-05,3.447171070379027e-05,4.252592221265228e-05,3.541824920012577e-05
1508.0139283432352,5.850165801405044e-05,4.193146183526856e-05,5.8556860553840494e-05,4.8230205809683556e-05
1506.0855217852518,7.931084833302207e-05,4.989652182951579e-05,7.696334314786065e-05,6.47619534303109e-05
1504.1571152272684,8.611076118345007e-05,5.1533801654939604e-05,8.250077444273459e-05,6.989139365762108e-05
1502.228708669285,7.102069669163159e-05,4.67540451334347e-05,7.022440016739661e-05,5.604224367846058e-05
1500.3003021113016,4.8236240612060594e-05,4.806395900539232e-05,5.260368314401253e-05,5.691027299667435e-05
1498.3718955533182,3.650021903337373e-05,5.327864288641341e-05,4.279990423080946e-05,7.09595198990834e-05
1496.4434889953347,4.040782370429552e-05,5.411185553777511e-05,4.400402066706082e-05,6.87302824839609e-05
1494.5150824373513,6.892961795738007e-05,5.5268409870147615e-05,6.387810768643106e-05,6.309677000165568e-05
1492.586675879368,9.222710285749238e-05,5.955678180769382e-05,8.116450435527435e-05,7.750985505668513e-05
1490.6582693213845,9.17533070473117e-05,5.836649474853398e-05,8.053068393030691e-05,7.652473373632945e-05
1488.7298627634011,7.687548273144232e-05,5.349683373309399e-05,6.951626183194399e-05,6.399921064964417e-05
1486.8014562054177,5.9227467127390114e-05,5.3164678796414424e-05,5.826425633764038e-05,6.034321129612677e-05
1484.8730496474343,6.335811161375692e-05,6.680991739522933e-05,6.735964197940895e-05,7.849288406833914e-05
1482.944643089451,9.58988770629472e-05,8.766284263154722e-05,0.00010080690930808876,9.881330621207767e-05
1481.0162365314675,0.0001148749308107505,9.662074806656034e-05,0.00012053720954287214,0.00010662875710943403
1479.087829973484,0.0001106025564083101,9.156015273346333e-05,0.00011696152975416934,9.990554588222239e-05
1477.1594234155007,0.00010013977456862712,7.702183364185266e-05,0.00010302860061133045,8.279979605541788e-05
1475.2310168575173,8.416647077891853e-05,5.168733585209021e-05,7.859032831606146e-05,5.9641763643670014e-05
1473.3026102995339,4.194533313786846e-05,2.388006202391301e-05,3.0126022340116826e-05,4.232659829093526e-05
1471.3742037415504,-2.6422803820443498e-05,4.245854682938384e-05,-3.869589786949116e-05,5.294799437328155e-05
1469.445797183567,-0.00010176292875677401,7.74308395338981e-05,-0.00010907759357078272,9.193506220146293e-05
1467.5173906255836,-0.0001511965328659006,0.00010321168930106607,-0.00015556627715052415,0.00012724526311257655
1465.5889840676002,-0.00017509744478492277,0.00012020186001103386,-0.0001791110791969821,0.0001458662578423662
1463.6605775096168,-0.00017599761886125128,0.000124091839136635,-0.00017988448422223788,0.0001480056864832278
1461.7321709516334,-0.00014726161936770606,0.00011193750324900216,-0.0001526380737292731,0.00013157761422936246
1459.80376439365,-0.00010464967931928638,9.71967997957805e-05,-0.0001135578379265293,0.0001158111005025128
1457.8753578356666,-8.359232549856389e-05,9.521996079823161e-05,-9.419231661146444e-05,0.00011879423416317355
1455.9469512776832,-7.396649537120252e-05,9.171163192958156e-05,-8.431821040244875e-05,0.00011722553960415346
1454.0185447196998,-6.216471060702745e-05,7.843460003764551e-05,-7.148420434360185e-05,0.00010123828850245386
1452.0901381617164,-5.1880106466496695e-05,6.070463247678279e-05,-5.839927730333337e-05,7.713501051405344e-05
1450.161731603733,-5.437167132858099e-05,4.540783174816223e-05,-5.318384335147605e-05,5.54340095511103e-05
1448.2333250457496,-5.81538485503478e-05,3.501345636358476e-05,-4.623468244049482e-05,5.855736365606874e-05
1446.3049184877661,-4.0501361293426434e-05,3.5494782437888165e-05,-2.1715254868855236e-05,7.353095790004102e-05
1444.3765119297827,-1.9438471014946312e-06,3.6988117022013735e-05,1.5410728667755718e-05,6.58326282302701e-05
1442.4481053717993,2.5211054190947153e-05,3.610392442468949e-05,3.9915356627889485e-05,5.9961985863630793e-05
1440.519698813816,3.676691031172038e-05,3.637235641432028e-05,5.109617996664206e-05,6.386204731513616e-05
1438.5912922558325,3.9196229679378945e-05,3.5122533112667415e-05,5.380866854082599e-05,6.522229279819226e-05
1436.662885697849,3.479109787479583e-05,3.137635410091888e-05,4.9666253990526394e-05,6.0289765783266224e-05
1434.7344791398657,2.6924688506010324e-05,2.684855272088888e-05,4.160920809697673e-05,5.116459380034423e-05
1432.8060725818823,1.2320180838232483e-05,2.337094562839753e-05,2.6885505721322618e-05,3.6103490234963636e-05
1430.8776660238989,-1.1119617416378108e-05,2.552750563787502e-05,3.999793371986928e-06,1.8841345470275435e-05
1428.9492594659155,-3.4682907400080074e-05,3.51200595655946e-05,-2.026262221204612e-05,3.1990112564714064e-05
1427.020852907932,-5.251346650013992e-05,4.6194670452422725e-05,-4.161778011862723e-05,5.443082423104989e-05
1425.0924463499487,-6.30401665816399e-05,5.538542643843126e-05,-5.807302647071078e-05,7.368714571444936e-05
1423.1640397919653,-6.994134615390308e-05,6.514912876506092e-05,-7.250548226503719e-05,9.242603959645071e-05
1421.2356332339818,-8.007955223892343e-05,7.601115156245081e-05,-8.915643989151617e-05,0.00011110488043256985
1419.3072266759984,-9.001329224678358e-05,8.247162488199197e-05,-0.00010294274336106496,0.00012207395430940664
1417.378820118015,-9.834363543416525e-05,8.429637194414254e-05,-0.00011214025454037136,0.00012533910915582533
1415.4504135600316,-0.00010587318989535891,8.329549482041863e-05,-0.0001180502647012139,0.00012406882997127112
1413.5220070020482,-0.00010879135587832838,7.696368393779777e-05,-0.0001174275633317973,0.00011606552005319149
1411.5936004440648,-0.00010691277595965899,6.603488887553735e-05,-0.00011053141249377464,0.0001046230294328606
1409.6651938860814,-0.00010238995452822958,5.5204861432440844e-05,-0.00010031013443016767,9.671299085353448e-05
1407.736787328098,-8.758673163670787e-05,4.3902996499439166e-05,-8.155485919612364e-05,8.502332417781734e-05
1405.8083807701146,-5.32871695523206e-05,2.9364881175490084e-05,-4.8871367339003406e-05,5.4682436799741894e-05
1403.8799742121312,-6.6163444511290625e-06,2.6904743665109753e-05,-7.939361885987714e-06,2.1344625225930874e-05
1401.9515676541478,3.7397123235404216e-05,4.462936662490495e-05,3.089827294421961e-05,4.127999132896246e-05
1400.0231610961644,7.216521940464983e-05,6.44582169352126e-05,6.243456814692467e-05,6.840639655897161e-05
1398.094754538181,0.00010167313646323031,8.30662275357375e-05,8.965893644509938e-05,9.147697131081146e-05
1396.1663479801975,0.0001265749595168663,9.768543990997968e-05,0.00011297703225642515,0.0001108304644935306
1394.2379414222141,0.00014074687413093056,0.00010462983204212971,0.00012740503262620396,0.00012175311934174475
1392.3095348642307,0.0001436006376818372,0.00010471985116607574,0.00013270562604295632,0.00012418618636330668
1390.3811283062473,0.00013513487542162505,9.971381662286682e-05,0.00012894189882201203,0.00011944445192313996
1388.452721748264,0.00011192820019327884,8.86494486368277e-05,0.00011226399397140023,0.00010714530722206218
1386.5243151902805,8.144071125453633e-05,7.420778845237858e-05,8.741030314743887e-05,9.304491163632036e-05
1384.595908632297,5.93453451276885e-05,5.93878702229907e-05,6.627483275297248e-05,7.842482096245742e-05
1382.6675020743137,4.6405953404848505e-05,4.333227635955137e-05,5.040775709640703e-05,5.992805211666966e-05
1380.7390955163303,3.4268812119544144e-05,2.9726379772407254e-05,3.5579061145699424e-05,4.341622867084187e-05
1378.8106889583469,1.7827412425694728e-05,2.1963844140394103e-05,1.845841788814347e-05,2.936004951030201e-05
1376.8822824003635,-2.329520532261403e-06,2.1901919631500006e-05,-1.1173390208147423e-06,1.7697910006210316e-05
1374.95387584238,-2.1793037408916008e-05,2.8782395201050914e-05,-1.9949024724862198e-05,2.0622767000224753e-05
1373.0254692843966,-3.788343217167979e-05,3.988513068685266e-05,-3.634025450079733e-05,3.589557972296174e-05
1371.0970627264132,-5.167856072551454e-05,5.1906127081927054e-05,-5.069779955842584e-05,5.360173804272554e-05
1369.1686561684298,-6.515362293021263e-05,6.227080377362352e-05,-6.393944905062551e-05,6.942760337424416e-05
1367.2402496104464,-7.933485675266222e-05,7.103730846905594e-05,-7.727787434586029e-05,8.296005463262025e-05
1365.311843052463,-9.27853912213425e-05,7.810274719714142e-05,-8.997114056107924e-05,9.406618491446841e-05
1363.3834364944796,-0.00010076944702823955,8.188418893449094e-05,-9.784005437503408e-05,0.00010007819437090331
1361.4550299364962,-0.00010140209437724937,8.279926257370158e-05,-9.8617316575931e-05,0.00010031521526062134
1359.5266233785128,-9.950589844140133e-05,8.236764138937437e-05,-9.529072037644917e-05,9.715203217713161e-05
1357.5982168205294,-9.588322078874478e-05,7.860923568973117e-05,-8.857381265559892e-05,8.945009643894996e-05
1355.669810262546,-9.006073272402268e-05,7.103105489765961e-05,-7.914343850341768e-05,7.745966660406561e-05
1353.7414037045626,-8.482562927421537e-05,6.132253873231163e-05,-7.006090784756986e-05,6.582040343864941e-05
1351.8129971465792,-7.948890424314042e-05,5.1591259178312493e-05,-6.149938701400936e-05,6.033314080267302e-05
1349.8845905885958,-6.53020978485637e-05,4.0534531434446886e-05,-4.7744004137848446e-05,5.065110325157557e-05
1347.9561840306123,-3.914419500045607e-05,2.5653297195000685e-05,-2.6200563791353138e-05,2.798023166289855e-05
1346.027777472629,-1.0103206935452431e-05,1.2765871106460557e-05,-3.096263088762412e-06,8.76946029476743e-06
1344.0993709146455,1.5602378356718637e-05,1.4998881450624844e-05,1.6983105239121396e-05,2.2697286723195784e-05
1342.1709643566621,3.63828071060503e-05,2.539577794775222e-05,3.316588720468164e-05,3.876026505822544e-05
1340.2425577986787,5.178072913579559e-05,3.470324845910254e-05,4.5480509290370745e-05,5.026652566852945e-05
1338.3141512406953,6.166669572155506e-05,4.137953664043313e-05,5.392265310814164e-05,5.654471876264377e-05
1336.385744682712,6.66532566955859e-05,4.547921702646064e-05,5.8911350979001185e-05,5.8363437478357194e-05
1334.4573381247285,6.609113581944659e-05,4.731580141687035e-05,5.9834200764987144e-05,5.623870531031781e-05
1332.528931566745,5.7869551380127934e-05,4.678907868341014e-05,5.475103985565307e-05,5.1698065194123224e-05
1330.6005250087617,4.244686462983084e-05,4.372139329111824e-05,4.333799189637691e-05,4.9496333058353664e-05
1328.6721184507783,2.4706892580920197e-05,3.6653814599064285e-05,2.8453489853178108e-05,4.673237083389727e-05
1326.7437118927949,1.0823926358910365e-05,2.4302563148458904e-05,1.4539874740136571e-05,3.387532841249878e-05
1324.8153053348115,-8.760980448461385e-07,9.41885050131696e-06,1.0605423528534496e-06,1.4473088058185069e-05
1322.886898776828,-1.6807223703620247e-05,1.5011360001279952e-05,-1.62004825554548e-05,1.8007381590698485e-05
1320.9584922188446,-3.6935116868722624e-05,3.39371820648808e-05,-3.694511413588685e-05,3.971869168949784e-05
1319.0300856608612,-5.766679601508149e-05,5.177162295609314e-05,-5.787819850787824e-05,6.066364751226575e-05
1317.1016791028778,-7.456614173931202e-05,6.509784745698388e-05,-7.484131862794887e-05,7.701972059171876e-05
1315.1732725448944,-8.421531510782516e-05,7.137568417908993e-05,-8.451147009014409e-05,8.564865439465656e-05
1313.244865986911,-8.502202777247601e-05,6.928049626296602e-05,-8.523061945964055e-05,8.471472814440277e-05
1311.3164594289276,-7.660139646351375e-05,5.880103255725814e-05,-7.662494596956617e-05,7.418382659488777e-05
